title,year,duration,genre,classif,release,rating,users_rated,poster_img_url,movie_url,budget,op_weekend_US,gross_US,gross_worldwide,review
On the Waterfront ,1954,1h 48min,Crime,Approved,"22 June 1954 (Japan)
",8.1,"142,753","https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0047296/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_183,"$910,000",,,,"I watched ""On the Waterfront"" last night, and I have seen it many times. This movie is a perfect capsule for any viewer. The actors are superb in their roles, the dialogue is raw and powerful, the staging is tight and reflects the claustrophobic nature of the characters' lives in this part of Hoboken. You have the feeling that they never leave this area of maybe a few blocks, because they feel trapped by their circumstances, poverty, grueling work, and the corruption that's endemic in this place and system."
Mary and Max ,2009,1h 32min,Animation,Not Rated,"12 March 2010 (USA)
",8.1,"165,061","https://m.media-amazon.com/images/M/MV5BMDgzYjQwMDMtNGUzYi00MTRmLWIyMGMtNjE1OGZkNzY2YWIzL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY268_CR3,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0978762/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_186,"AUD8,240,000",,,"$1,740,429","I hate it when people assume that animation can only be for little kids. Why should an entire medium be relegated to a demographic unlikely to fully appreciate all the work that went into the detail and animation of this stop-motion world? That's not to say that children can't watch this movie - anything ""inappropriate"" will likely go over their heads - but it is a bit depressing."
Gone Girl ,2014,2h 29min,Drama,R,"3 October 2014 (USA)
",8.1,"864,941","https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt2267998/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_189,"$61,000,000","$37,513,109,","$167,767,189","$369,330,363","Dark and twisted, David Fincher's stylish new mystery thriller was derived from Gillian Flynn's intriguingly slick tale from her complex and suspenseful novel. By far one of the best acting performances to have come from Ben Affleck, 'Gone Girl' boasts some strong yet disturbing portrayals from Rosamund Pike, Neil Patrick Harris, Tyler Perry and Affleck. Fincher has garnered fame and recognition as a mainstream director, that is not only able to engulf the audience within the picture, but actually make them part of the scenario. Fincher exercises upon his trademarks with the swift and stunning cinematography, the chilling score and tight editing, all of which makes 'Gone Girl' a movie full of great visual storytelling."
In the Name of the Father ,1993,2h 13min,Biography,R,"25 February 1994 (USA)
",8.1,"157,640","https://m.media-amazon.com/images/M/MV5BMmYyOTgwYWItYmU3Ny00M2E2LTk0NWMtMDVlNmQ0MWZiMTMxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0107207/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_185,"$13,000,000","$109,805,","$25,096,862","$65,796,862","Like MIDNIGHT EXPRESS , IN THE NAME OF THE FATHER is a an extremely well made film , but like MIDNIGHT EXPRESS much of it is total invention . Reviewers on this page have already pointed out the numerous errors such as Guiseppe and Gerry Conlon never being imprisoned in the same jail or the "" Guilford four "" and "" Mcguire seven "" trials taking place in completely seperate court cases but no one seems to have pointed out the erroneous backgrounds this film paints of Gerry Conlon and Paul Hill. In their book THE PROVISIONAL IRA authors Patrick Bishop and Eamon Mallie state the facts quite clearly that Paul Hill was a member of the Belfast brigade of the provisonal IRA ( And Hill later did confess to being a member ) while Conlon had been a member of Na Fianna Eireann which is the youth section of the provisionals though Conlon was quickly kicked out ( Literally ) due to his heavy drinking and drug taking . They didn`t meet on the ferry as shown in the film but Conlon bumped into Hill in Southampton where Hill was staying . What was Hill doing in Southampton ? He was on the run from the IRA who wanted to question him about guns going missing and about the possibility of Hill being an informer , something that is always punishable in IRA ranks with death and prior torture . When Conlon returned to Belfast in December 1974 he did drunkenly mention to IRA acquaintances in pubs that he`d met Hill in England and in order to punish Hill for his suspected crimes against the organisation and to take the heat off their own cells active in Britain at the time it was the IRA themselves who deliberately leaked the false information to the intelligence services about Conlon and Hill being involved in the Guilford bombings , not as the film shows a jealous boyfriend . Hill was also later found guilty of the murder of a former soldier though is never shown in the film and it`s this playing hard and loose with the facts that almost threatens to destroy the film . It could have been worse though , there might have been the suggestion that the bombing could have been a mass suicide"
The Third Man ,1949,1h 33min,Film-Noir,Approved,"14 September 1950 (Mexico)
",8.1,"159,360","https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0041959/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_181,,"$13,576,","$1,067,364","$1,226,098","This is a rare film that is flawless in every respect. It combines great acting and memorable characters with a fascinating story, taking place in an interesting setting and adding a creative musical score. ""The Third Man"" is remembered for many things - for Orson Welles' wonderful performance in his appearances as Harry Lime, for its wonderfully appropriate musical score, and for its nicely conceived plot surprises. Adding to these is Joseph Cotten's fine portrayal of Holly Martins, which holds the rest of it together - it is his character who initiates most of the action, and also through whom we view everything and everyone else."
Tokyo Story ,1953,2h 16min,Drama,Not Rated,"13 March 1972 (USA)
",8.2,"53,618","https://m.media-amazon.com/images/M/MV5BYWQ4ZTRiODktNjAzZC00Nzg1LTk1YWQtNDFmNDI0NmZiNGIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY268_CR2,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0046438/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_182,,,,"$40,468",Two women are sitting on tatami mats. They are smiling and talking. One of
The Grand Budapest Hotel ,2014,1h 39min,Adventure,R,"28 March 2014 (USA)
",8.1,"712,215","https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt2278388/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_187,"$25,000,000","$811,166,","$59,301,324","$172,944,526","The Grand Budapest Hotel is the latest from Wes Anderson, and what great fun it is. My review of Monuments Men pointed out that putting the likes of George Clooney, Matt Damon, Cate Blanchett, Jean Dujardin, Bill Murray and Hugh Bonneville in the same film was no guarantee of a good film. Following that logic, what should we make of the following turning up together: Ralph Fiennes, Bill Murray, F. Murray Abraham, Adrien Brody, Willem Defoe, Jeff Goldblum, Jude Law, Edward Norton, Tom Wilkinson, Saoirse Ronan, Owen Wilson and (a wonderfully made up) Tilda Swinton? The answer is a near masterpiece of cameos that add up to a highly entertaining and memorable film."
The Deer Hunter ,1978,3h 3min,Drama,R,"23 February 1979 (USA)
",8.1,"312,849","https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0077416/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_184,"$15,000,000",,"$48,979,328","$49,074,243","This is a movie with a touching story about friendship and most of all in shows the horror of the Vietnam war. This movie has some of the best acting performances I have seen,and I am of course talking about Robert De Niro and Christopher Walken. They really goes into their roles and creates a great atmosphere. This movie also contains one of the most famous scenes in movie history,the russian roulett scene.This scene is so intense and creepy to watch. One of the few great Vietnam movies ever."
Wild Tales ,2014,2h 2min,Comedy,R,"4 December 2014 (Mexico)
",8.1,"178,275","https://m.media-amazon.com/images/M/MV5BNGQzY2Y0MTgtMDA4OC00NjM3LWI0ZGQtNTJlM2UxZDQxZjI0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY268_CR4,0,182,268_AL_.jpg",https://www.imdb.com/title/tt3011894/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_179,"$3,300,000","$85,100,","$3,106,530","$30,642,704",This Argentine film that found itself nominated for the 2014 Best Foreign Language Film Academy Award comes to us from director Damián Szifrón who has crafted a feature film comprised of a series of 6 vignettes/small stories about human beings from all walks of (Argentine) life who are all tested and taken to their limits ... until they finally lose control. While mostly disastrous the film is also WILDly thrilling and wholly original in its daring cheekiness ... as the film is a bitter dark comedy (with tinges of brutal drama).
Fargo ,1996,1h 38min,Crime,R,"5 April 1996 (USA)
",8.1,"620,250","https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0116282/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_176,"$7,000,000","$730,265,","$24,611,975","$60,611,975","With all the sorry films these days it is good to see a movie as funny, wicked, dramatic, and utterly demented as ""Fargo"". It's one of those films that you just have to see. William H. Macy gives an Oscar-nominated performance as a car salesman who hires two thugs (one a know-it-all-know-nothing and the other a demented psychopath) to kidnap his wife so that he can keep half the ransom from her well-off father. Needless to say nothing goes right and Brainerd sheriff Frances McDormand (in an Oscar-winning role) comes in to save the day. I won't give anything away because the material is too good to tell those who haven't seen this inventive film. ""Fargo"" was ranked on the 100 Greatest Films list in 1996 and it was well-deserved. In this age of by-the-numbers film making, this film was a refreshing flashback to the risk-taking style that made the 1970s such a great decade for movies. 5 stars out of 5."
Gran Torino ,2008,1h 56min,Drama,R,"9 January 2009 (USA)
",8.1,"722,937","https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt1205489/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_180,"$33,000,000","$271,720,","$148,095,302","$269,958,228","I feel like I should let everyone reading this know of my inherent bias in favor of this film. I have seen twenty eight films from Clint Eastwood as director and have liked the vast majority of them, and loved a good number of them (my average rating for the 28 films is 7.9). Still, something felt off about ""Gran Torino"" based on the trailer. I read it as Eastwood trying to be 'badass' again, trying to be Dirty Harry again. ""Gran Torino"" is not that. Walt Kowalski may have similarities with Dirty Harry, and could possibly be read as a significantly older version of Harry (it's a stretch), but he is a distinctive, memorable character on his own, and I'd go as far as saying that it's one of Eastwood's finest performances, and one which gives him a chance to show off his dramatic and comedic chops."
The Bridge on the River Kwai ,1957,2h 41min,Adventure,PG,"14 December 1957 (USA)
",8.1,"204,283","https://m.media-amazon.com/images/M/MV5BMGVhNjhjODktODgxYS00MDdhLTlkZjktYTkyNzQxMTU0ZDYxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0050212/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_175,"$3,000,000",,"$27,200,000","$27,200,000","Within the Conflict that was World War II, there were many more smaller, more personal conflicts which, when added up, made a significant impact on the outcome of the War; though trying to explain them, or war in general, is like attempting to decipher the indecipherable. In `The Bridge On the River Kwai,' director David Lean takes you deep into the Burmese jungle to examine some of these deeper conflicts, and the effects of extraordinary circumstances on some ordinary men: British Colonel Nicholson (Alec Guinness) is a man of rigid principles and ideals, to whom acquiescence in any quarter is not an option; Japanese Colonel Saito (Sessue Hayakawa) lives by an inflexible code of conduct and is adamant in his adherence to it, through which he maintains his dignity and honor; American Navy Commander Shears (William Holden) just wants to make it through the war alive and get back home."
Memories of Murder ,2003,2h 12min,Crime,Not Rated,"2 May 2003 (South Korea)
",8.1,"141,358","https://m.media-amazon.com/images/M/MV5BOGViNTg4YTktYTQ2Ni00MTU0LTk2NWUtMTI4OTc1YTM0NzQ2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0353969/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_174,"$2,800,000","$4,487,","$15,357","$1,159,644","Beginning in the fall of 1986 and continuing for the next four years South Korea was haunted by the nation's first recorded serial killer. Preying upon women in a remote rural community the killer was both vicious and meticulous, strangling his victims with their own undergarments and leaving nothing of any use to the police investigating the crimes. The killer was never caught."
Room ,2015,1h 58min,Drama,R,"22 January 2016 (USA)
",8.1,"374,180","https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt3170832/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_178,"$13,000,000","$118,298,","$14,677,654","$35,401,758","Don't listen to the haters or those that want to chip away at the overall brilliance of 'Room'. What film doesn't have small flaws, they pale into insignificance during the 2 hours of continuous emotional maelstrom that follows. This film wrings every last drop of emotion and drama out of the allotted playtime. Make no mistake, despite short bursts of touching serenity, this films starts up full throttle and doesn't let-up. I can only assume reviewers here scoring this film 8 or less must be Vulcan by birth, or just terminally insensitive. This is a first rate drama with stand out performances all round. Especially from the child protagonist."
Blade Runner: The Director's Cut ,1982,1h 57min,Action,R,"25 June 1982 (USA)
",8.1,"696,463","https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0083658/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_172,"$28,000,000","$6,150,002,","$32,868,943","$41,676,628","Blade Runner, directed by Ridley Scott and based on Philip K. Dick's novel Do Androids Dream of Electric Sheep, is a Sci-fi slash Noir film about a cop named Rick Deckard (Harrison Ford) in a decrepit 2019 Los Angeles whose job it is to ""retire"" four genetically engineered syborgues, known as ""Replicants"". The four fugitives, Pris (Daryl Hannah), Zhora (Joanna Cassidy), Leon (Brion James), and their leader, Roy Batty (Rutger Hauer), have escaped from an off-world colony in order to find their creator and bully him into expanding their pre-determined four year life span. This film originally flopped when it came out in 1982, but since has become a widely acclaimed cult classic with a director's cut to boot. A large part of the success that this movie has received can be attributed to its ability to operate on many different levels."
Stalker ,1979,2h 42min,Drama,Not Rated,"17 April 1980 (Netherlands)
",8.2,"117,836","https://m.media-amazon.com/images/M/MV5BMDgwODNmMGItMDcwYi00OWZjLTgyZjAtMGYwMmI4N2Q0NmJmXkEyXkFqcGdeQXVyNzY1MTU0Njk@._V1_UY268_CR4,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0079944/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_171,"RUR6,000,000","$11,537,","$292,049","$303,815","i want to say somethings about the most poetic,philosophical and intuitive director, tarkovsky and his movies ,especially Stalker."
Kill Bill: Volume 1 ,2003,1h 51min,Action,R,"10 October 2003 (USA)
",8.1,"1,005,080","https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0266697/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_173,"$30,000,000","$22,200,000,","$70,099,045","$180,901,676","Kill Bill: Vol. 1 (2003) is a unique film. I've never seen anything quite like it. My commentary for this film is almost all positive. First off, the cast really blew me away, each and every actor did a great job with their respective roles. Uma Thurman is a terrific actress and she was definitely the right choice to play the lead character. Thurman commands this role and you are transfixed by her in every scene she's in. It's not just the action sequences that she is great in, she's just perfect for the role all around. And it wasn't just her that I loved, I also liked Vivica A. Fox, Daryl Hannah, and Lucy Lui. They all showed off their acting chops here, especially Fox, I personally loved her short time she's in the film. The writing is well done, I especially enjoyed Thurman's dialogue, the well written dialogue and the impressive way that she delivers that dialogue all comes together to make something great. I think most movie goers will enjoy this acclaimed movie, as long as they're not too conservative that is. I say that because the violence is truly graphic and very bloody, but in a strange way it kinda works for this one. I'm usually not a big fan of that, but here it works. Good job Tarantino! 8/10."
