image_url,store,product,price,likes,comments
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9868615.thumb,Newegg,CORSAIR Vengeance RGB Pro SL 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Optimized for AMD Ryzen Desktop Memory $97.99 + FS,$97.99,5,2
https://static.slickdealscdn.com/attachment/1/8/6/5/3/7/9/7/200x200/9868903.thumb,B&H Photo Video,SanDisk 512GB Ultra UHS-I microSDXC Memory Card with SD Adapter $67.99 + Free Shipping,$67.99,3,1
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9868162.thumb,Newegg,"MSI GF65 Thin 10UE-092 [15.6"" 144Hz IPS i7-10750H NVIDIA GeForce RTX 3060 6GB 8GB Memory 512GB NVMe SSD] Laptop| $1199 + Free 6-month GeForce NOW Founders Membership","$1,249",8,15
https://static.slickdealscdn.com/attachment/9/2/1/1/9/3/1/200x200/9867871.thumb,Micro Center,I Pad Air 4 2020 for 529.99 64 all colors $529.99,$529.99,16,9
https://static.slickdealscdn.com/attachment/2/8/2/1/6/2/4/200x200/9867967.thumb,,Samsung Galaxy S21 Ultra 128 GB Unlocked Phone (No Trade In)  + S7 Plus 256 GB Tab + MOGA XP5 Controller + Smart Tag for $1250 with EPP EDU account,"$1,250",10,114
https://static.slickdealscdn.com/attachment/2/5/0/5/1/4/200x200/9868717.thumb,Newegg,2TB Crucial X6 USB 3.2 Portable SSD @Newegg $180,$179.95,2,2
https://static.slickdealscdn.com/attachment/2/5/0/5/1/4/200x200/9868711.thumb,Newegg,1TB Mushkin Enhanced Pilot-E m.2 NVMe SSD @Newegg $108,$108,2,0
https://static.slickdealscdn.com/attachment/2/1/5/9/2/1/2/0/200x200/9867643.thumb,Amazon,PICTEK Gaming Mouse Wired - $8.89 + FS,$8.89,5,7
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9868582.thumb,Newegg,XPG Z1 Desktop Memory 32GB (2x16GB) DDR4 3200MHz CL16 + $10 Newegg Gift Card for $129.99 + FS,$129.99,1,2
https://static.slickdealscdn.com/attachment/3/6/9/5/2/8/200x200/9885625.thumb,,1000' Monoprice Cat6 Solid 550MHz 23AWG Pure Bare Copper Wire Ethernet Cable,$90,112,160
https://static.slickdealscdn.com/attachment/2/2/8/8/7/6/7/9/200x200/9867289.thumb,Amazon,Bitdefender Total Security 2021 - 5 Devices | 1 year Subscription | PC/Mac | Activation Code by Mail $19.99,$19.99,7,3
https://static.slickdealscdn.com/attachment/2/7/1/5/6/3/0/1/200x200/9866893.thumb,Walmart,Asus ROG G512 Strix i7 RTX 2070 16GB/512GB Gaming Laptop - $1332.98,"$1,332.98",9,30
https://static.slickdealscdn.com/attachment/2/1/3/9/5/8/8/7/200x200/9867889.thumb,,,$79.99,0,0
https://static.slickdealscdn.com/attachment/2/2/0/5/3/200x200/9866899.thumb,Newegg,Select Newegg Customers: $10 off $50+ Coupon (YMMV),,4,0
https://static.slickdealscdn.com/attachment/2/7/1/5/6/3/0/1/200x200/9867427.thumb,Newegg,"SAMSUNG 860 EVO Series 2.5"" 1TB SATA III Internal SSD - $109.99",$109.99,0,1
https://static.slickdealscdn.com/attachment/2/7/8/6/8/0/5/1/200x200/9866155.thumb,,,$459,4,26
https://static.slickdealscdn.com/attachment/2/0/6/1/0/3/6/200x200/9865543.thumb,B&H Photo Video,"Microsoft Surface Laptop 3 13.5""-Intel Core i5-8GB-Platinum $769",$769,12,11
https://static.slickdealscdn.com/attachment/5/0/4/6/3/0/200x200/9866413.thumb,,imageCLASS D570 Monochrome All-In-One Laser Printer - Free Shipping $149,$149,2,2
https://static.slickdealscdn.com/attachment/2/7/6/4/9/3/2/7/200x200/9865957.thumb,Newegg,XPG SPECTRIX D60G  32GB (2x16GB) DDR4 3600MHz CL18 GREYRGB Desktop Memory $172.99,$172.99,2,4
https://static.slickdealscdn.com/attachment/2/7/3/5/3/5/1/3/200x200/9865279.thumb,Newegg,"34"" MSI Optix MAG341CQ 3440 x 1440 2K 100Hz DisplayPort HDMI DVI AMD FreeSync Anti-Flicker UltraWide Anti-Glare Backlit LED Curved Gaming Monitor for $369.99+F/S",$369.99,7,18
https://static.slickdealscdn.com/attachment/8/3/3/3/5/2/3/200x200/9864598.thumb,,Microsoft Surface Laptop 3 - 10th Gen Intel Core i5 - 2256 x 1504 Display - Windows 10 - Black - $799.99,$799.99,13,18
https://static.slickdealscdn.com/attachment/1/3/3/2/7/9/5/200x200/9865144.thumb,Amazon,"3-Piece TP Link Deco Mesh WiFi Systems: Deco S4 $130, Deco M3 $90, Deco M5 $150",$129.99,14,15
https://static.slickdealscdn.com/attachment/2/7/3/5/3/5/1/3/200x200/9865351.thumb,Newegg,Polycom Obihai Technology OBi212 Universal Voice Adapter FOR $69.99+F/S,$69.99,2,3
https://static.slickdealscdn.com/attachment/2/4/3/3/7/0/3/4/200x200/9864406.thumb,Amazon,Amazon - NETGEAR C7000-NAS Nighthawk AC1900 WIFI Cable Modem Router at $125.99,$125.99,6,16
https://static.slickdealscdn.com/attachment/2/3/3/8/8/0/3/1/200x200/9863158.thumb,Best Buy,"Microsoft Surface Laptop 3 13.5"" All Colors - $900",$899.99,27,39
https://static.slickdealscdn.com/attachment/8/2/9/8/0/9/5/200x200/9863845.thumb,,Y44w-10A18434LY0-43-4''-Gaming Monitor 144hz (Military/Veterans/Reservist + Immediate Family Members/Doctors/Nurses/Teachers)DISPLAY:3840x1200 Lowest Price all steps. $705,$705,11,21
https://static.slickdealscdn.com/attachment/2/2/8/1/0/6/5/7/200x200/9863635.thumb,,"HP EliteDesk 800 G3 SFF Desktop PC - i5-7500 3.4GHz, 16GB DDR4, 512GB SSD, DVD-ROM, GigE, USB-C, Windows 10 Pro 64-bit (refurbished) $379.99 + Free Shipping",$379.99,9,52
https://static.slickdealscdn.com/attachment/2/1/5/9/2/1/2/0/200x200/9863422.thumb,Amazon,1Mii USB Bluetooth Dongle Adapter for PC Laptop Desktop Stereo $5.98 + FS,$5.98,11,10
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9864409.thumb,Newegg,"Zalman MP1000S Gaming Mouse Pad | $6.19, ZALMAN CNPS2X 80mm Long Life Bearing CPU Cooler $15 & More + FS",$6.19,2,1
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9864760.thumb,Newegg,Enermax CyberBron ECB500AWT 500W ATX12V 80 PLUS BRONZE Certified Non-Modular Power Supply $39.99 AR & More + Free Shipping,,1,2
https://static.slickdealscdn.com/attachment/2/2/8/1/0/6/5/7/200x200/9863803.thumb,Amazon,VicTsing Wireless Presenter Remote Laser Pointer $9.87 + FS w/ Prime or Orders $25+,$9.87,3,0
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9861379.thumb,,KeepSolid VPN Unlimited Lifetime Infinity Plan Subscription (10 Devices),$29.40,70,172
https://static.slickdealscdn.com/attachment/4/1/3/5/6/4/200x200/9863464.thumb,Amazon,Amazon.com: TP-Link 8 Port Gigabit Ethernet Network Switch Sturdy Metal w/ Shielded Ports | Plug-and-Play | Traffic Optimization Unmanaged (TL-SG108) (Renew $16.99,$16.99,2,7
https://static.slickdealscdn.com/attachment/2/5/0/5/1/4/200x200/9862696.thumb,Newegg,QNAP 4-Bay Personal Cloud NAS TS-431K-US @Newegg $219,$219,6,9
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9862636.thumb,Newegg,Antec NeoECO Classic NE550C V2 550W 80 PLUS Bronze Certified Power Supply | $29.99 AR & More + Free Shipping,,6,2
https://static.slickdealscdn.com/attachment/2/5/0/5/1/4/200x200/9862705.thumb,Newegg,ASUS RT-AX3000 AX3000 Wi-Fi 6 Wireless Dual-Band Gigabit Router $150,$149.99,4,13
https://static.slickdealscdn.com/attachment/3/8/0/3/8/5/8/200x200/9860065.thumb,,,$100 Credit,168,170
https://static.slickdealscdn.com/attachment/2/5/0/5/1/4/200x200/9862723.thumb,TigerDirect,HP P24q G4 WQHD IPS Monitor @TD $135,$135,3,2
https://static.slickdealscdn.com/attachment/1/8/6/2/2/8/2/200x200/9862333.thumb,Amazon,Mafiti Computer Office Keyboard Wired USB 104 Keys $11.99,$11.99,3,13
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9862423.thumb,Newegg,RAIDMAX EXO ATX-108BR ATX Mid Tower Computer Case | $29.99 and More + Free Shipping,,2,0
https://static.slickdealscdn.com/attachment/2/0/8/5/7/1/200x200/9861913.thumb,Amazon,HP Printer Paper 8.5 x 11 | 20 lb - 1 ream - 500 Sheets | 92 Bright - $3.99,$3.99,5,6
https://static.slickdealscdn.com/attachment/2/5/4/4/0/5/8/4/200x200/9862681.thumb,,,$295,0,6
https://static.slickdealscdn.com/attachment/8/8/1/2/0/7/1/200x200/9860377.thumb,,Apple iPad Pro 11 - Space Gray (Early 2020) - 128gb $700,$700,12,11
https://static.slickdealscdn.com/attachment/9/5/3/2/3/200x200/9859321.thumb,Amazon,"Sabrent Rocket NVMe PCIe 4.0 SSDs: 2TB + Heatsink $320, 1TB",$150,32,68
https://static.slickdealscdn.com/attachment/4/1/3/5/6/4/200x200/9860665.thumb,Amazon,Amazon.com: TP-Link Litewave 5 Port Gigabit Ethernet Switch | Desktop Ethernet Splitter | Plastic Case Unshielded Plug & Play Fanless Quiet Unmanaged (LS1005 $12.99,$12.99,4,3
https://static.slickdealscdn.com/attachment/1/7/0/7/9/6/200x200/9859516.thumb,Newegg,Intel Core i9-10850K for $395+F/S,$395,7,5
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9858919.thumb,Newegg,Rosewill ATX Mid Tower Gaming PC Computer Case with RGB Fan & LED Light Strip for $49.99 Shipped,,7,6
https://static.slickdealscdn.com/attachment/5/5/8/2/7/0/5/200x200/9857323.thumb,,"HP Laptop: Ryzen 7 4700U, 15.6"" 1080p, 16GB DDR4, 256GB SSD",$560,60,97
https://static.slickdealscdn.com/attachment/8/0/1/3/3/1/1/200x200/9857209.thumb,Target,Corsair MM300 Anti-Fray Cloth Gaming Mouse Pad (Extended),$17,103,89
https://static.slickdealscdn.com/attachment/2/5/0/5/1/4/200x200/9858151.thumb,Newegg,2TB Seagate Firecuda 520 Gen4 NVMe SSD @Newegg $342,$342,0,0
https://static.slickdealscdn.com/attachment/2/6/8/0/9/7/6/0/200x200/9857314.thumb,Walmart,"Omen by HP 15 FHD Gaming Laptop, Intel Core i7-10750H, NVIDIA GeForce GTX 1660 Ti 6GB, 8GB RAM, 1TB HDD + 256GB SSD, plus OMEN Mouse and Headset Bundle $899",$899,20,12
https://static.slickdealscdn.com/images/avatar-17.png,Amazon,"$110 HP Monitor 24mh 24"" IPS with Speakers/Adjusted Height at AMAZON",$110,4,6
https://static.slickdealscdn.com/images/avatar/sd/redesign/Star.png,,Logitech Precision Pro Wireless Mouse $19.99,$19.99,3,2
https://static.slickdealscdn.com/attachment/8/0/1/3/3/1/1/200x200/9857782.thumb,Amazon,B930 TKL Tenkeyless Optical Switch Gaming Keyboard by Bloody Gaming | Fastest Keyboard Switches in Gaming |TKL | RGB | Tactile & Clicky - Amazon - $59.99,$59.99,0,4
https://static.slickdealscdn.com/attachment/1/6/2/1/4/6/8/7/200x200/9856849.thumb,Micro Center,"Samsung Chromebook 4, 11.6"", Celeron N4000, 4GB RAM, 32GB eMMC, Microcenter $159.99",$159.99,10,9
https://static.slickdealscdn.com/attachment/2/7/3/5/3/5/1/3/200x200/9856876.thumb,Newegg,Rosewill CL-AD-DP2DVI-6-BK DP DisplayPort to DVI Video Adapter Converter for $3.25 + f/s,$3.24,5,1
https://static.slickdealscdn.com/attachment/8/1/1/7/6/1/1/200x200/9856657.thumb,eBay,"43"" LG 43UN700T-B 4K UHD 3840x2160 IPS USB-C HDR 10 Monitor $529.99 + Free Shipping",$529.99,7,12
https://static.slickdealscdn.com/attachment/1/6/7/9/8/1/2/200x200/9871027.thumb,,"Active Military/Vets: 13"" MacBook Air (Late 2020): M1 Chip, 8-Core GPU, 512GB SSD",$1099,88,185
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9856774.thumb,Newegg,Rivet Networks Killer AX1650 PCI Express Card - Up to 2.4 Gbps of Wireless Throughput $30 + FS,$29.99,4,0
https://static.slickdealscdn.com/attachment/3/8/0/3/8/5/8/200x200/9854374.thumb,Amazon,"Amazon: Select Discover Cardholders: Add Discover Card, Make Purchase $10.01+",$10 Off,138,87
https://static.slickdealscdn.com/attachment/2/6/2/5/7/9/4/0/200x200/9855775.thumb,Amazon,SunFounder Robotics Kit 4-DOF Dancing Sloth for Arduino $44.99,$44.99,3,0
https://static.slickdealscdn.com/attachment/8/9/1/4/8/200x200/9854845.thumb,,,$120,12,27
https://static.slickdealscdn.com/attachment/2/5/0/5/1/4/200x200/9855355.thumb,Newegg,16GB (2x 8) Patriot Viper 4 Blackout DDR4 4000 Desktop RAM kit @Newegg $105,$104.99,0,3
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9854332.thumb,Newegg,Microsoft Office Home & Student 2019 / Gaming Mouse Combo Deals: Starting at $83.98,,0,1
https://static.slickdealscdn.com/attachment/5/9/1/5/3/9/200x200/9853270.thumb,Amazon,"Amazon.com: VicTsing Bluetooth Wireless Mouse, Connect 3 Devices, Slim Silent Mouse, 5 DPI High $9.99",$9.99,0,2
https://static.slickdealscdn.com/attachment/2/0/9/7/1/5/6/4/200x200/9851776.thumb,Micro Center,Intel Core i7-10700K Comet Lake 3.8GHz Eight-Core LGA 1200 Boxed Processor - $279.99,$279.99,8,14
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9853474.thumb,Newegg,ASUS PCE-AC88 AC3100 4x4 802.11AC PCIe Adapter $85 AC + FS,$84.99,2,11
https://static.slickdealscdn.com/attachment/8/5/6/4/0/3/5/200x200/9852148.thumb,Amazon,"Save $30 on AVerMedia - Live Streamer Duo Webcam Gaming Capture Card Bundle, Plug and Play, Records in 1080p30, Podcasting, Livestreaming Built in Microphones(BO311D) $129.99",$129.99,3,5
https://static.slickdealscdn.com/attachment/2/0/1/4/4/3/200x200/9851416.thumb,Newegg,"Amazon.com - MSI GF65 Gaming Laptop: i7-10750H, 15.6"" FHD 144hz IPS 3ms, RTX 3060 MAX-Q, 512GB SSD, Win 10 + Free S/H $1199","$1,249",23,36
https://static.slickdealscdn.com/attachment/3/8/0/3/8/5/8/200x200/9853852.thumb,,Monoprice Dark Matter Aether Optical RGB Mechanical Keyboard (LightStrike LK Red),$50,39,54
https://static.slickdealscdn.com/attachment/7/6/9/2/7/0/7/200x200/9850801.thumb,Walmart,"Gateway Creator 15.6"" Laptop: Ryzen 5 4600H, 8GB DDR4, 256GB SSD, GTX 1650",$599,69,109
https://static.slickdealscdn.com/images/avatar/monkey.gif,Amazon,"LG 27GL850-B 27"" Ultragear QHD Nano IPS 1ms G-Sync Compatible Gaming Monitor - $429",$429,0,1
https://static.slickdealscdn.com/attachment/3/9/8/9/8/2/200x200/9850372.thumb,,"14.1-inch Gateway Ultra Slim Laptop, FHD, 10th Gen i5, 16GB RAM, 256GB SSD (Grade A Refurb) $350.10 + FS",$350.10,42,40
https://static.slickdealscdn.com/attachment/7/3/2/2/8/6/2/200x200/9851632.thumb,Amazon,OMOTON  Bluetooth Keyboard for Samsung Tablet $13.49 + Free Shipping,$13.49,2,5
https://static.slickdealscdn.com/images/avatar-17.png,Amazon,Microsoft Arc Bluetooth Mouse (ELG-00001-Black) $44.95,$44.95,1,4
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9851434.thumb,Newegg,"ASUS USB-N13 C1 300Mbps USB Wireless Adapter, Supports WEP, WPA, WPA2 WPA3 encryption standards (USB-N13 C1) $8 AR + FS",$14.99,3,0
https://static.slickdealscdn.com/attachment/2/1/6/3/5/3/2/6/200x200/9850165.thumb,Amazon,"Altec Lansing LifeJacket XL Jolt, Waterproof, Shockproof speaker, 20 Hour Battery Life $70 @ Amazon",$69.99,22,21
https://static.slickdealscdn.com/attachment/2/3/1/7/2/7/2/1/200x200/9850114.thumb,,Microsoft Surface Pen $63.99,$69.99,21,17
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9851179.thumb,Newegg,Cooler Master 550W / 650W Power Supply - $59.99 AR and More + FS,$59.99,3,0
https://static.slickdealscdn.com/attachment/5/5/8/2/7/0/5/200x200/9849844.thumb,Newegg,"GIGABYTE G5 Gaming Laptop: 15.6'' FHD 240Hz IPS, i5-10500H 6 Core, 16GB DDR4, 512GB PCIe SSD, RTX 3060, Win10H @ $1099 + F/S (Release Dt:3/2/21)","$1,099",17,49
https://static.slickdealscdn.com/attachment/9/5/3/2/3/200x200/9851272.thumb,B&H Photo Video,"Adobe Photoshop Elements 2021 (DVD, Mac/Windows) $60 + free s/h",$59.99,0,0
https://static.slickdealscdn.com/attachment/2/2/8/1/0/6/5/7/200x200/9851134.thumb,,"Lenovo ThinkPad E14 Gen 2 20T6 11th Gen 15, 8GB RAM, 256GB SSD - $789.99 + Free Shipping",$789.99,1,1
https://static.slickdealscdn.com/attachment/avatar/4/9/5/6/5/4/8/17x17/avatar.static?dateline=1552017772,Amazon,"Gigabyte M27Q 27"" 170Hz 1440P KVM Gaming Monitor, 2560 x 1440 SS IPS Display, 0.5ms (MPRT) Response Time $319",$319,0,1
https://static.slickdealscdn.com/attachment/2/1/5/9/2/1/2/0/200x200/9850477.thumb,TigerDirect,"Samsung SH850 Series Monitor - 23.8"" - $199 after $30 Coupon + Free Shipping",$199,0,0
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9848839.thumb,Amazon,"ZAGG Messenger Folio Tablet Keyboard & Case for 11"" Apple iPad Pro",$18,29,24
https://static.slickdealscdn.com/attachment/2/5/0/5/1/4/200x200/9849583.thumb,Newegg,NETGEAR WAX204-100NAS AX1800 Access Point @Newegg $70,$70,1,0
https://static.slickdealscdn.com/attachment/2/5/0/5/1/4/200x200/9849580.thumb,Newegg,Cooler Master MasterBox NR400 Tempered Glass mATX Case w/ Front Mesh Ventilation @Newegg (AR) $55,$55,1,0
https://static.slickdealscdn.com/attachment/1/2/1/1/0/5/2/8/200x200/9849526.thumb,Newegg,Arozzi VX-800 White Digital Performance Eyewear - $39.99,$39.99,0,0
https://static.slickdealscdn.com/attachment/4/4/7/6/9/9/4/200x200/9850888.thumb,B&H Photo Video,Intel NUC - 10i7FNH Tall Version - Frost Canyon - 444.99+tax @ B&H $444.99,$444.99,22,48
https://static.slickdealscdn.com/attachment/6/4/0/8/8/9/5/200x200/9848464.thumb,,,$199,11,3
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9848761.thumb,Amazon,MSI MAG CORELIQUID 360R - AIO RGB CPU Liquid Cooler - Rotating Cap Design - 360mm Radiator - Triple 120mm RGB PWM Fans $119.99 + FS,,4,0
https://static.slickdealscdn.com/attachment/2/1/5/9/2/1/2/0/200x200/9848824.thumb,,The Master Learn to Code 2021 Certification Bundle (Lifetime Access) $21,$21,2,0
https://static.slickdealscdn.com/attachment/9/6/0/0/4/8/200x200/9847765.thumb,Amazon,400GB SanDisk Ultra UHS-1 MicroSDXC Memory Card w/ Adapter,$45,72,117
https://static.slickdealscdn.com/attachment/4/0/0/7/8/4/200x200/9847546.thumb,Walmart,Klipsch ProMedia 2.1 THX Computer Speakers (Black)  B&M YMMV. $90,$90,107,76
https://static.slickdealscdn.com/attachment/2/5/0/5/1/4/200x200/9848101.thumb,Newegg,32GB (2x 16) AData XPG Z1 DDR4 3000 Desktop RAM Kit Silver + $15GC @Newegg $125,$125,5,0
https://static.slickdealscdn.com/attachment/5/5/8/2/7/0/5/200x200/9848110.thumb,Amazon,Acer Nitro XV272U Pbmiiprzx 27'' WQHD 144 Hz IPS FReeSync 1ms VRB Response Time VESA HDR400 Monitor /w Speaker & USB Hub @ $299.99 + F/S,$299.99,2,4
https://static.slickdealscdn.com/attachment/5/5/8/2/7/0/5/200x200/9847048.thumb,Best Buy,"ASUS ROG Zephyrus Laptop: Ryzen 9 5900HS, 14"" 144Hz, 1TB SSD, RTX 3060 Max-Q",$1500,111,194
https://static.slickdealscdn.com/attachment/2/7/7/4/5/5/1/9/200x200/9847138.thumb,Target,Seagate Backup Plus Ultra Touch 2TB USB-C and USB 3.0 External Hard Drive - White (STHH2000402) - YMMV $44.99,$44.99,43,79
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9847624.thumb,,The 2021 Complete CompTIA Certification Prep Super Bundle (Lifetime Access) $41.40,,5,4
https://static.slickdealscdn.com/attachment/2/6/4/0/1/1/5/4/200x200/9847150.thumb,Amazon,Apple Magic Keyboard for iPad Air (4th Generation) and iPad Pro 11-inch (2nd Generation) - US English - $199,$199,6,1
https://static.slickdealscdn.com/attachment/6/4/9/5/4/7/200x200/9847510.thumb,Amazon,Apple Smart Folio (for 10.9-inch iPad Air - 4th Generation) - $39 white only,$39,2,2
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9847672.thumb,Newegg,"Dell G515 Gaming Laptop: Intel i7-10750H 6-Core, 32GB RAM, 1TB PCIe SSD, 15.6"" Full HD (1920x1080), NVIDIA GTX 1650 Ti for $1099.00 + Free Shipping",,0,20
https://static.slickdealscdn.com/images/avatar-17.png,Amazon,"60% mechanical keyboard Silver or Yellow Gateron Optical Switches, RGB Backlit Wired PBT Keycap - $54.99",$54.99,0,1
https://static.slickdealscdn.com/attachment/8/2/3/8/8/8/7/200x200/9846763.thumb,B&H Photo Video,"Dell U2417H 24"" 16:9 IPS Monitor @ $164.95 + Free Shipping",$164.95,2,3
https://static.slickdealscdn.com/attachment/2/8/9/9/2/0/200x200/9846103.thumb,Amazon,"AUKEY Mechanical Keyboard LED Backlit Gaming Keyboard with Blue Switches, 104 Keys $32",$31.99,11,10
https://static.slickdealscdn.com/attachment/2/6/8/0/9/7/6/0/200x200/9846124.thumb,,For students -Acer Nitro 5 Gaming Laptop-Ryzen 7 4800H-GTX 1650Ti - 16 GB DDR4 SDRAM- 512 GB SSD-15.6” IPS $810,$810,0,6
https://static.slickdealscdn.com/attachment/2/6/8/0/9/7/6/0/200x200/9845407.thumb,Newegg,"ROG Zephyrus G15 - 15.6"" 240Hz - GeForce RTX 2060 Max-Q- AMD Ryzen 9 4900HS - 16GB DDR4 - 1TB PCIe SSD - Win 10 Home - Ultra Slim Gaming Laptop (GA502IV-PH96) $1299","$1,299",15,38
https://static.slickdealscdn.com/images/avatar-17.png,Amazon,GL.iNet GL-AR750S-Ext Gigabit AC VPN Travel Router - $54.90 + FS,$54.90,3,10
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9845158.thumb,Newegg,"GIGABYTE G27Q 27"" 144Hz 1440P Gaming Monitor, 2560 x 1440 IPS Display, 1ms (MPRT) Response Time for $299.99 + FS",$299.99,9,8
https://static.slickdealscdn.com/attachment/8/6/6/3/0/200x200/9844291.thumb,,Monoprice Select Series USB-C HDMI Multiport Adapter,$12,53,56
https://static.slickdealscdn.com/images/avatar/monster.gif,,"COSTCO: Razer Blade Base Edition laptop with 15"" 4K OLED screen, i7/16GB/512GB $1699","$1,699",3,9
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9844747.thumb,Newegg,DEEPCOOL Gamer Storm CAPTAIN 240X RGB AIO Liquid CPU Cooler | $86.99 + Free Shipping,$86.99,5,2
https://static.slickdealscdn.com/attachment/8/6/6/3/0/200x200/9844375.thumb,Newegg,"27"" Gigabyte G27FC 1080p 165Hz VA 1500R FreeSync Curved Gaming Monitor $189.99 + Free Shipping via Newegg",$189.99,8,2
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9845350.thumb,Newegg,"ASUS ZenBook 14 Laptop [14"" FHD, Intel Core i7-10510U, 8 GB RAM, 512 GB PCIe SSD, NVIDIA GeForce MX250] | $699.99 + Free Shipping",$699.99,1,5
https://static.slickdealscdn.com/attachment/3/7/1/3/7/4/0/200x200/9844648.thumb,,Adobe Creative Cloud retention offers: 60 days free or $19.99/month for a year (YMMV for existing subscribers),$19.99,5,4
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9844024.thumb,Amazon,"Rosewill RGB Waterproof Membrane Mechanical Gaming Keyboard, 8 LED Backlit Modes with 19-Key Anti-Ghosting, Aluminum Frame $29.99",$29.99,11,6
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9844084.thumb,Amazon,Intel Core i7-10700KF + GIGABYTE Z490 AORUS Elite AC  $578.98 + FS,$578.98,9,22
https://static.slickdealscdn.com/attachment/1/1/8/5/3/5/8/4/200x200/9843901.thumb,B&H Photo Video,AMD Ryzen Threadripper 2950X 3.5 GHz 16-Core sTR4 Processor $620,$619.99,9,31
https://static.slickdealscdn.com/attachment/1/3/5/4/1/2/200x200/9843712.thumb,Amazon,Aukey 104-Key Mechanical Backlit Gaming Keyboards (Red/Blue switches) $32,$32,16,0
https://static.slickdealscdn.com/attachment/2/0/5/7/9/2/3/6/200x200/9843790.thumb,B&H Photo Video,Fujitsu ix1500 Document Scanner (refurb) $279,$279,7,4
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9843535.thumb,Amazon,"Rosewill ATX Mid Tower Gaming PC Computer Case with Blue LED Fans, 3 Sided Tempered Glass, 360mm AIO Water Cooling Radiator Support, CULLINAN MX BLUE for $69.99",$69.99,5,0
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9843016.thumb,Amazon,GIGABYTE BRIX GB-BRi7-10710 (Ultra Compact Mini PC/Dual SO-DIMM DDR4/Intel UHD Graphics 620/6xUSB 3.2 Gen2/ Intel Wireless-AC 3168/HDMI (2.0A) WiFi & Bluetooth $509.99,,5,13
https://static.slickdealscdn.com/attachment/2/5/0/5/1/4/200x200/9842428.thumb,Newegg,EVGA CLC 240mm AIO RGB Liquid Cooler @Newegg $79,$79,6,11
https://static.slickdealscdn.com/attachment/2/1/5/9/2/1/2/0/200x200/9842716.thumb,,"Lenovo C27-20 27"" Full HD WLED LCD IPS 75Hz FreeSync Gaming Monitor $149.99 + Free Shipping",$149.99,2,2
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9843103.thumb,Newegg,"ASUS VivoBook S15 S532 Laptop 15.6"" FHD, Intel Core i5-10210U CPU, 8 GB DDR4 RAM, 512GB PCIe SSD: Starting at $679.99 + Free Shipping",,1,1
https://static.slickdealscdn.com/attachment/1/3/3/5/0/7/5/5/200x200/9841963.thumb,Amazon,Crucial 1 TB portable SSD X8 124.95 X6 $104.93,$104.95,18,7
https://static.slickdealscdn.com/images/avatar-17.png,,,$14.99,0,1
https://static.slickdealscdn.com/attachment/6/9/7/5/3/8/7/200x200/9841825.thumb,,Microsoft Surface Pro 7 Bundle - 10th Gen Core i7 - 16GB RAM - 256 GB SSD - Windows 10 - Black - Pen and cover bundle - $1149.99,"$1,149.99",19,8
https://static.slickdealscdn.com/attachment/2/5/0/5/1/4/200x200/9842431.thumb,Newegg,DEEPCOOL GAMMAXX GTE V2 CPU Cooler For Intel/AMD @Newegg $24.49,$24.49,0,0
https://static.slickdealscdn.com/attachment/5/4/8/0/7/1/200x200/9842116.thumb,Newegg,"GIGABYTE G27FC 27"" 165Hz 1080P Curved Gaming Monitor, 1920 x 1080, 1ms (MPRT) Response Time, 90% DCI-P3, FreeSync Premium for $209.99",$209.99,5,2
https://static.slickdealscdn.com/attachment/2/2/8/1/0/6/5/7/200x200/9841636.thumb,,CyberPower 1500VA/900W AVRLCD Mini Tower UPS – Refurbished - $99.99 + Free Shipping,$99.99,4,15
